Date,  AOR  ,SCHG.K  ,  QQQ.O  ,  ACWI.O  ,  ESGU.O  ,  CRBN.K  ,  ESGG.K  ,  AAPL.O  ,  MSFT.O  ,  JNJ  ,  PG  ,  V  ,  MA  ,  GOOG.O  ,  META.O  ,  TSLA.O  ,  AMZN.O  ,  UL  ,  JPM  ,  ADBE.O  ,  MRK  ,  PG  ,CL =F, 6E=F , 6B=F , TYX , TNX , FVX 
9/3/2019,0.005,0.005,0.005,0.025,0.02,0.215,0.020005,0.520005,0.01,0.07,0.005,0.025,0.02,0.215,0.520005,0.005,0.045,0.034995,0.005,0.085,0.005,0.005,0.085,0.005,0.005,0.005,0.005,0.005
9/4/2019,0.01,0.005,0.005,0.025,0.025,0.29,0.04,0.480005,0.01,0.105,0.005,0.025,0.025,0.29,0.480005,0.005,0.04,0.004995,0.005,0.035,0.01,0.005,0.035,0.005,0.005,0.005,0.02,0.005
9/5/2019,0.005,0.005,0.005,0.045,0.03,0.32,0.005005,0.515,0.005,0.045,0.005,0.045,0.03,0.32,0.515,0.015,0.045,0.004995,0.005,0.075,0.005,0.005,0.075,0.005,0.03,0.005,0.025,0.005
9/6/2019,0.005,0.005,0.005,0.015,0.015,0.3,0.019995,0.24,0.005,0.035,0.005,0.015,0.015,0.3,0.24,0.005,0.05,0.005005,0.005,0.06,0.005,0.005,0.06,0.005,0.005,0.005,0.005,0.005
9/9/2019,-0.005,0.005,0.005,0.04,0.02,0.115,0.029995,0.51,0.005,0.105,0.005,0.04,0.02,0.115,0.51,0.005,0.04,0.004995,0.005,0.04,0.01,0.005,0.04,0.005,0.005,0.005,0.005,0.005
9/10/2019,0.005,0.005,0.005,0.035,0.055,0.375,0.004995,0.625,0.005,0.05,0.005,0.035,0.055,0.375,0.625,0.01,0.035,0.020005,0.005,0.035,0.01,0.005,0.035,0.005,0.01,0.005,0.005,0.005
9/11/2019,0.005,0.005,0.005,0.045,0.005,0.265,0.040005,0.66,0.005,0.075,0.005,0.045,0.005,0.265,0.66,0.005,0.03,0.004995,0.005,0.045,0.015,0.005,0.045,0.005,0.01,0.005,0.005,0.005
9/12/2019,0.005,0.015,0.005,0.04,0.065,0.44,0.03001,0.615,0.005,0.05,0.005,0.04,0.065,0.44,0.615,0.01,0.03,0.005005,0.01,0.08,0.005,0.005,0.08,0.005,0.005,0.005,0.035,0.005
9/13/2019,0.005,0.005,0.01,0.105,0.05,0.365,0.034995,0.57,0.005,0.1,0.01,0.105,0.05,0.365,0.57,0.005,0.055,0.005005,0.005,0.08,0.005,0.005,0.08,0.005,0.015,0.005,0.01,0.01
9/16/2019,0.005,0.005,0.015,0.045,0.06,0.25,0.064995,0.575,0.005,0.105,0.015,0.045,0.06,0.25,0.575,0.01,0.015,0.005005,0.01,0.105,0.005,0.005,0.105,0.005,0.01,0.005,0.02,0.005
9/17/2019,0.005,0.005,0.005,0.02,0.055,0.23,0.045005,0.535,0.005,0.05,0.005,0.02,0.055,0.23,0.535,0.005,0.06,0.004995,0.005,0.11,0.01,0.005,0.11,0.005,0.005,0.005,0.01,0.005
9/18/2019,0.005,0.005,0.01,0.04,0.045,0.18,0.04,0.62,0.005,0.05,0.01,0.04,0.045,0.18,0.62,0.01,0.01,0.03,0.005,0.025,0.005,0.005,0.025,0.005,0.005,0.005,0.025,0.005
9/19/2019,0.005,0.005,0.005,0.04,0.06,0.55,0.005,0.585,0.005,0.075,0.005,0.04,0.06,0.55,0.585,0.005,0.02,0.004995,0.005,0.35,0.01,0.005,0.35,0.005,0.005,0.005,0.01,0.005
9/20/2019,0.005,0.005,0.025,0.05,0.035,0.325,0.019995,0.365,0.005,0.055,0.025,0.05,0.035,0.325,0.365,0.005,0.025,0.025,0.005,0.09,0.02,0.005,0.09,0.005,0.005,0.005,0.015,0.005
9/23/2019,0.005,0.005,0.005,0.03,0.04,0.11,0.005,0.48,0.005,0.045,0.005,0.03,0.04,0.11,0.48,0.005,0.035,0.010005,0.005,0.025,0.01,0.01,0.025,0.005,0.005,0.01,0.015,0.005
9/24/2019,0.005,0.005,0.005,0.05,0.04,0.065,0.03,0.455,0.005,0.055,0.005,0.05,0.04,0.065,0.455,0.005,0.04,0.004995,0.005,0.095,0.005,0.005,0.095,0.005,0.025,0.005,0.015,0.005
9/25/2019,0.01,0.005,0.005,0.065,0.055,0.11,0.035005,0.505,0.005,0.1,0.005,0.065,0.055,0.11,0.505,0.005,0.055,0.004995,0.005,0.02,0.01,0.005,0.02,0.005,0.02,0.005,0.03,0.005
9/26/2019,0.005,0.005,0.01,0.09,0.085,0.1,0.004995,0.53,0.005,0.02,0.01,0.09,0.085,0.1,0.53,0.005,0.035,0.005005,0.005,0.115,0.005,0.005,0.115,0.005,0.005,0.005,0.005,0.005
9/27/2019,0.005,0.005,0.005,0.055,0.035,0.245,0.029995,0.535,0.005,0.05,0.005,0.055,0.035,0.245,0.535,0.005,0.005,0.009995,0.005,0.145,0.005,0.005,0.145,0.005,0.005,0.005,0.02,0.005
9/30/2019,0.01,0.005,0.005,0.04,0.04,0.17,0.050005,0.46,0.005,0.055,0.005,0.04,0.04,0.17,0.46,0.005,0.02,0.01,0.005,0.09,0.005,0.005,0.09,0.005,0.005,0.005,0.01,0.005
10/1/2019,0.005,0.005,0.01,0.055,0.035,0.135,0.029995,0.535,0.005,0.08,0.01,0.055,0.035,0.135,0.535,0.005,0.02,0.019995,0.005,0.4,0.005,0.005,0.4,0.005,0.005,0.005,0.025,0.005
10/2/2019,0.005,0.005,0.005,0.045,0.035,0.29,0.04,0.51,0.005,0.11,0.005,0.045,0.035,0.29,0.51,0.005,0.075,0.01,0.005,0.055,0.005,0.01,0.055,0.005,0.005,0.01,0.015,0.01
10/3/2019,0.005,0.005,0.005,0.07,0.045,0.27,0.004995,0.48,0.005,0.075,0.005,0.07,0.045,0.27,0.48,0.01,0.005,0.01,0.005,0.08,0.005,0.005,0.08,0.005,0.01,0.005,0.015,0.005
10/4/2019,0.01,0.005,0.005,0.015,0.04,0.275,0.049995,0.64,0.005,0.03,0.005,0.015,0.04,0.275,0.64,0.015,0.055,0.01,0.005,0.085,0.005,0.005,0.085,0.005,0.03,0.005,0.015,0.005
10/7/2019,0.005,0.005,0.01,0.075,0.065,0.315,0.025,0.485,0.005,0.1,0.01,0.075,0.065,0.315,0.485,0.005,0.065,0.02,0.005,0.025,0.005,0.01,0.025,0.005,0.01,0.01,0.015,0.005
10/8/2019,0.005,0.005,0.005,0.025,0.055,0.27,0.025,0.525,0.005,0.1,0.005,0.025,0.055,0.27,0.525,0.015,0.035,0.004995,0.005,0.1,0.005,0.005,0.1,0.01,0.005,0.005,0.01,0.005
10/9/2019,0.005,0.005,0.01,0.065,0.07,0.345,0.020005,0.56,0.005,0.08,0.01,0.065,0.07,0.345,0.56,0.01,0.025,0.004995,0.005,0.055,0.01,0.005,0.055,0.005,0.005,0.005,0.005,0.005
10/10/2019,0.01,0.005,0.005,0.055,0.12,0.58,0.029995,0.5,0.005,0.045,0.005,0.055,0.12,0.58,0.5,0.005,0.015,0.019995,0.005,0.055,0.005,0.005,0.055,0.005,0.005,0.005,0.01,0.005
10/11/2019,0.005,0.005,0.005,0.02,0.11,0.45,0.025,0.48,0.005,0.04,0.005,0.02,0.11,0.45,0.48,0.005,0.005,0.010005,0.005,0.06,0.005,0.005,0.06,0.005,0.005,0.005,0.01,0.005
10/14/2019,0.005,0.005,0.005,0.025,0.06,0.23,0.015,0.36,0.005,0.06,0.005,0.025,0.06,0.23,0.36,0.005,0.05,0.015,0.005,0.105,0.005,0.005,0.105,0.005,0.005,0.005,0.02,0.005
10/15/2019,0.005,0,0.015,0.07,0.065,0.745,0.025,0.395,0.01,0.11,0.015,0.07,0.065,0.745,0.395,0.01,0.055,0.01,0.005,0.045,0.01,0.005,0.045,0.005,0.01,0.005,0.03,0.01
10/16/2019,0.005,0.005,0.005,0.065,0.07,0.71,0.015,0.405,0.005,0.1,0.005,0.065,0.07,0.71,0.405,0.015,0.04,0.015,0.005,0.03,0.005,0.01,0.03,0.005,0.005,0.01,0.03,0.005
10/17/2019,0.005,0.005,0.005,0.04,0.04,0.105,0.005005,0.4,0.005,0.08,0.005,0.04,0.04,0.105,0.4,0.005,0.045,0.020005,0.005,0.045,0.005,0.005,0.045,0.005,0.005,0.005,0.025,0.005
10/18/2019,0.005,0.005,0.005,0.08,0.07,0.4,0.02,0.405,0.005,0.095,0.005,0.08,0.07,0.4,0.405,0.02,0.04,0.01,0.005,0.02,0.005,0.005,0.02,0.005,0.01,0.005,0.015,0.005
10/21/2019,0.005,0.005,0.005,0.055,0.05,0.395,0.019995,0.505,0.005,0.085,0.005,0.055,0.05,0.395,0.505,0.015,0.03,0.025,0.005,0.03,0.005,0.005,0.03,0.005,0.005,0.005,0.015,0.005
10/22/2019,0.005,0.005,0.005,0.06,0.07,0.145,0.019995,0.365,0.005,0.105,0.005,0.06,0.07,0.145,0.365,0.005,0.02,0.014995,0.005,0.06,0.005,0.005,0.06,0.005,0.01,0.005,0.005,0.005
10/23/2019,0.005,0.005,0.005,0.01,0.025,0.14,0.05,0.46,0.005,0.1,0.005,0.01,0.025,0.14,0.46,0.005,0.065,0.005,0.005,0.06,0.005,0.005,0.06,0.005,0.005,0.005,0.02,0.005
10/24/2019,0.005,0.005,0.005,0.015,0.04,0.37,0.04,0.48,0.005,0.04,0.005,0.015,0.04,0.37,0.48,0.01,0.035,0.009995,0.005,0.055,0.015,0.005,0.055,0.005,0.005,0.005,0.005,0.005
10/25/2019,0.005,0.005,0.005,0.04,0.045,0.16,0.025,0.47,0.005,0.055,0.005,0.04,0.045,0.16,0.47,0.02,0.015,0.015,0.005,0.035,0.005,0.005,0.035,0.005,0.005,0.005,0.03,0.005
10/28/2019,0.005,0.005,0.005,0.075,0.055,0.185,0.045,0.445,0.005,0.055,0.005,0.075,0.055,0.185,0.445,0.01,0.035,0.015,0.005,0.07,0.005,0.005,0.07,0.005,0.005,0.005,0.015,0.005
10/29/2019,0.005,0.005,0.005,0.07,0.055,0.285,0.095,0.4,0.005,0.075,0.005,0.07,0.055,0.285,0.4,0.015,0.03,0.020005,0.005,0.075,0.01,0.005,0.075,0.005,0.005,0.005,0.025,0.005
10/30/2019,0.005,0.005,0.01,0.035,0.02,0.235,0.02499,0.265,0.005,0.075,0.01,0.035,0.02,0.235,0.265,0.005,0.05,0.005005,0.005,0.085,0.01,0.005,0.085,0.005,0.005,0.005,0.015,0.005
10/31/2019,0.005,0.005,0.005,0.03,0.025,0.18,0.035,0.21,0.005,0.105,0.005,0.03,0.025,0.18,0.21,0.01,0.02,0.00999,0.005,0.035,0.005,0.005,0.035,0.005,0.005,0.005,0.03,0.005
11/1/2019,0.005,0.005,0.005,0.065,0.025,0.235,0.04,0.21,0.005,0.06,0.005,0.065,0.025,0.235,0.21,0.01,0.01,0.019995,0.005,0.05,0.005,0.005,0.05,0.005,0.01,0.005,0.005,0.005
11/4/2019,0.005,0.005,0.005,0.05,0.01,0.33,0.025,0.32,0.005,0.075,0.005,0.05,0.01,0.33,0.32,0.005,0.02,0.004995,0.005,0.055,0.005,0.005,0.055,0.005,0.01,0.005,0.03,0.005
11/5/2019,0.005,0.005,0.005,0.07,0.05,0.21,0.045,0.525,0.005,0.035,0.005,0.07,0.05,0.21,0.525,0.005,0.05,0.02,0.005,0.055,0.005,0.005,0.055,0.005,0.005,0.005,0.025,0.005
11/6/2019,0.005,0.005,0.005,0.04,0.015,0.14,0.020005,0.1,0.005,0.085,0.005,0.04,0.015,0.14,0.1,0.005,0.04,0.020005,0,0.05,0.005,0.005,0.05,0.005,0.01,0.005,0.02,0.005
11/7/2019,0.005,0.005,0.005,0.035,0.005,0.27,0.034995,0.465,0.005,0.1,0.005,0.035,0.005,0.27,0.465,0.005,0.035,0.009995,0.005,0.03,0.015,0.01,0.03,0.005,0.005,0.01,0.01,0.005
11/8/2019,0.005,0.005,0.01,0.03,0.025,0.275,0.004995,0.46,0.005,0.105,0.01,0.03,0.025,0.275,0.46,0.005,0.04,0.010005,0.005,0.12,0.005,0.005,0.12,0.005,0.005,0.005,0.025,0.005
11/11/2019,0.01,0.005,0.005,0.045,0.03,0.37,0.025,0.515,0.005,0.08,0.005,0.045,0.03,0.37,0.515,0.015,0.055,0.02,0.005,0.06,0.005,0.01,0.06,0.005,0.01,0.01,0.005,0.005
11/12/2019,0.005,0.005,0.005,0.085,0.015,0.69,0.005,0.52,0.005,0.095,0.005,0.085,0.015,0.69,0.52,0.005,0.025,0.035,0.005,0.08,0.005,0.005,0.08,0.005,0.005,0.005,0.02,0.005
11/13/2019,0.01,0.005,0.01,0.075,0.055,0.38,0.04,0.43,0.01,0.07,0.01,0.075,0.055,0.38,0.43,0.01,0.07,0.014995,0.005,0.045,0.005,0.005,0.045,0.005,0.01,0.005,0.005,0.005
11/14/2019,0.005,0.005,0.005,0.01,0.01,0.455,0.020005,0.525,0.005,0.065,0.005,0.01,0.01,0.455,0.525,0.01,0.07,0.015,0.005,0.05,0.01,0.01,0.05,0.005,0.005,0.01,0.025,0.005
11/15/2019,0.005,0.005,0.005,0.045,0.06,0.405,0.004995,0.525,0.005,0.075,0.005,0.045,0.06,0.405,0.525,0.005,0.055,0.019995,0.005,0.095,0.005,0.005,0.095,0.005,0.005,0.005,0.015,0.005
11/18/2019,0.01,0.005,0.005,0.025,0.025,0.465,0.01,0.5,0.005,0.105,0.005,0.025,0.025,0.465,0.5,0.01,0.065,0.010005,0.005,0.085,0.01,0.005,0.085,0.005,0.005,0.005,0.01,0.005
11/19/2019,0.005,0.005,0.005,0.07,0.005,0.575,0.034995,0.51,0.005,0.075,0.005,0.07,0.005,0.575,0.51,0.01,0.06,0.005,0.01,0.03,0.01,0.005,0.03,0.005,0.005,0.005,0.02,0.005
11/20/2019,0.005,0.005,0.005,0.045,0.02,0.3,0.005005,0.335,0.005,0.055,0.005,0.045,0.02,0.3,0.335,0.005,0.015,0.01,0.005,0.025,0.01,0.005,0.025,0.005,0.005,0.005,0.015,0.005
11/21/2019,0.005,0.005,0.005,0.08,0.025,0.415,0.035005,0.355,0.005,0.08,0.005,0.08,0.025,0.415,0.355,0.01,0.07,0.01501,0.005,0.05,0.015,0.005,0.05,0.005,0.005,0.005,0.015,0.005
11/22/2019,0.01,0.005,0.005,0.025,0.015,0.375,0.004995,0.345,0.005,0.045,0.005,0.025,0.015,0.375,0.345,0.005,0.07,0.025,0.005,0.025,0.01,0.005,0.025,0.005,0.01,0.005,0.005,0.01
11/25/2019,0,0.005,0.005,0.02,0.01,0.195,0.035005,0.4,0.005,0.055,0.005,0.02,0.01,0.195,0.4,0.01,0.075,0.025005,0.005,0.035,0.005,0.005,0.035,0.005,0.01,0.005,0.015,0.005
11/26/2019,0.005,0.005,0.01,0.005,0.02,0.315,0.044995,0.625,0.005,0.085,0.01,0.005,0.02,0.315,0.625,0.005,0.05,0.03,0.005,0.03,0.01,0.005,0.03,0.005,0.005,0.005,0.01,0.01
11/27/2019,0.01,0.005,0.015,0.05,0.01,0.41,0.020005,0.345,0.005,0.06,0.015,0.05,0.01,0.41,0.345,0.015,0.02,0.024995,0.005,0.105,0.01,0.005,0.105,0.005,0.005,0.005,0.015,0.005
11/29/2019,0.005,0.005,0.005,0.04,0.005,0.39,0.05,0.385,0.01,0.105,0.005,0.04,0.005,0.39,0.385,0.02,0.05,0.010005,0.005,0.1,0.005,0.01,0.1,0.005,0.005,0.01,0.02,0.005
12/2/2019,0.005,0.005,0.005,0.02,0.035,0.425,0.015,0.635,0.005,0.1,0.005,0.02,0.035,0.425,0.635,0.03,0.01,0.025005,0.005,0.05,0.005,0.005,0.05,0.005,0.01,0.005,0.015,0.005
12/3/2019,0.015,0.005,0.01,0.14,0.2,0.615,0.004995,0.425,0.01,0.05,0.01,0.14,0.2,0.615,0.425,0.005,0.09,0.035005,0.005,0.115,0.005,0.005,0.115,0.005,0.005,0.005,0.005,0.005
12/4/2019,0.01,0.005,0.01,0.07,0.015,0.49,0.01,0.405,0.005,0.05,0.01,0.07,0.015,0.49,0.405,0.015,0.055,0.025,0.005,0.02,0.005,0.005,0.02,0.005,0.005,0.005,0.01,0.005
12/5/2019,0.005,0.005,0.005,0.045,0.055,0.645,0.020005,0.525,0.005,0.095,0.005,0.045,0.055,0.645,0.525,0.01,0.07,0.004995,0.005,0.145,0.005,0.005,0.145,0.005,0.005,0.005,0.03,0.005
12/6/2019,0.005,0.005,0.01,0.05,0.04,0.215,0.050005,0.515,0.01,0.09,0.01,0.05,0.04,0.215,0.515,0.015,0.04,0.025005,0.005,0.085,0.01,0.005,0.085,0.005,0.005,0.005,0.015,0.005
12/9/2019,0.005,0.005,0.005,0.075,0.015,0.615,0.029995,0.505,0.005,0.07,0.005,0.075,0.015,0.615,0.505,0.005,0.035,0.035,0.005,0.055,0.005,0.005,0.055,0.005,0.01,0.005,0.01,0.005
12/10/2019,0.01,0.005,0.005,0.05,0.105,0.39,0.010005,0.5,0.005,0.105,0.005,0.05,0.105,0.39,0.5,0.005,0.08,0.025,0.005,0.065,0.005,0.005,0.065,0.005,0.005,0.005,0.015,0.005
12/11/2019,0.005,0.005,0.005,0.05,0.06,0.325,0.035,0.485,0.005,0.07,0.005,0.05,0.06,0.325,0.485,0.005,0.07,0.019995,0.005,0.085,0.005,0.005,0.085,0.005,0.02,0.005,0.025,0.005
12/12/2019,0.005,0.005,0.005,0.02,0.065,0.38,0.024995,0.485,0.005,0.035,0.005,0.02,0.065,0.38,0.485,0.01,0.065,0.004995,0.005,0.015,0.01,0.005,0.015,0.005,0.01,0.005,0.005,0.005
12/13/2019,0.01,0.005,0.005,0.05,0.04,0.42,0.005,0.48,0.005,0.05,0.005,0.05,0.04,0.42,0.48,0.01,0.105,0.025005,0.005,0.06,0.005,0.005,0.06,0.005,0.005,0.005,0.005,0.005
12/16/2019,0.005,0.005,0.01,0.045,0.025,0.21,0.02,0.515,0.01,0.075,0.01,0.045,0.025,0.21,0.515,0.005,0.08,0.029995,0.005,0.09,0.005,0.005,0.09,0.005,0.005,0.005,0.01,0.005
12/17/2019,0.005,0.005,0.005,0.05,0.035,0.54,0.010005,0.505,0.005,0.105,0.005,0.05,0.035,0.54,0.505,0.015,0.035,0.025005,0.005,0.14,0.01,0.005,0.14,0.005,0.005,0.005,0.01,0.005
12/18/2019,0.005,0.005,0.01,0.035,0.065,0.155,0.010005,0.275,0.005,0.09,0.01,0.035,0.065,0.155,0.275,0.01,0.06,0.035,0.005,0.13,0.005,0.005,0.13,0.005,0.005,0.005,0.005,0.005
12/19/2019,0.01,0.005,0.005,0.015,0.02,0.31,0.024995,0.485,0.005,0.085,0.005,0.015,0.02,0.31,0.485,0.01,0.04,0.03,0.005,0.065,0.015,0.005,0.065,0.005,0.005,0.005,0.02,0.005
12/20/2019,0.005,0.005,0.015,0.02,0.03,0.155,0.025,0.5,0.005,0.09,0.015,0.02,0.03,0.155,0.5,0.015,0.05,0.034995,0.005,0.105,0.01,0.005,0.105,0.005,0.005,0.005,0.01,0.005
12/23/2019,0.01,0.005,0.005,0.07,0.04,0.345,0.045005,0.485,0.005,0.085,0.005,0.07,0.04,0.345,0.485,0.02,0.06,0.034995,0.005,0.115,0.005,0.005,0.115,0.005,0.005,0.005,0.005,0.005
12/24/2019,0.005,0.005,0.01,0.06,0.185,0.16,0.07,0.45,0.005,0.085,0.01,0.06,0.185,0.16,0.45,0.005,0.055,0.03,0.005,0.18,0.005,0.005,0.18,0.005,0.005,0.005,0.015,0.005
12/26/2019,0.005,0.005,0.01,0.06,0.035,0.405,0.015,0.47,0.01,0.105,0.01,0.06,0.035,0.405,0.47,0.005,0.025,0.04,0.005,0.17,0.01,0.005,0.17,0.005,0.025,0.005,0.005,0.005
12/27/2019,0.005,0.005,0.005,0.065,0.015,0.365,0.004995,0.485,0.005,0.06,0.005,0.065,0.015,0.365,0.485,0.015,0.06,0.01501,0.005,0.175,0.01,0.005,0.175,0.005,0.015,0.005,0.01,0.005
12/30/2019,0.01,0.005,0.005,0.06,0.035,0.435,0.025,0.45,0.005,0.09,0.005,0.06,0.035,0.435,0.45,0.02,0.08,0.020005,0.005,0.05,0.01,0.005,0.05,0.005,0.005,0.005,0.01,0.005
12/31/2019,0.005,0.005,0.005,0.055,0.06,0.41,0.015,0.395,0.005,0.09,0.005,0.055,0.06,0.41,0.395,0.02,0.075,0.004995,0.01,0.235,0.005,0.005,0.235,0.005,0.015,0.005,0.005,0.01
1/2/2020,0.01,0.005,0.005,0.08,0.085,0.475,0.04,0.44,0.005,0.085,0.005,0.08,0.085,0.475,0.44,0.02,0.135,0.04,0.005,0.115,0.005,0.005,0.115,0.005,0.01,0.005,0.025,0.005
1/3/2020,0.01,0.005,0.005,0.02,0.03,0.315,0.015,0.39,0.005,0.065,0.005,0.02,0.03,0.315,0.39,0.02,0.04,0.020005,0.005,0.08,0.01,0.005,0.08,0.005,0.01,0.005,0.015,0.005
1/6/2020,0.01,0.005,0.005,0.065,0.03,0.155,0.049995,0.47,0.005,0.095,0.005,0.065,0.03,0.155,0.47,0.005,0.07,0.010005,0.005,0.12,0.005,0.005,0.12,0.005,0.01,0.005,0.015,0.005
1/7/2020,0.005,0.005,0.005,0.01,0.045,0.17,0.025,0.465,0.005,0.095,0.005,0.01,0.045,0.17,0.465,0.005,0.015,0.02,0.005,0.1,0.005,0.005,0.1,0.005,0.005,0.005,0.015,0.005
1/8/2020,0.01,0.005,0.015,0.04,0.025,0.6,0.004995,0.51,0.005,0.13,0.015,0.04,0.025,0.6,0.51,0.005,0.045,0.025,0.005,0.035,0.005,0.005,0.035,0.005,0.005,0.005,0.01,0.005
1/9/2020,0.005,0.005,0.005,0.075,0.05,0.49,0.025005,0.48,0.005,0.055,0.005,0.075,0.05,0.49,0.48,0.005,0.035,0.04,0.005,0.045,0.005,0.005,0.045,0.005,0.005,0.005,0.01,0.005
1/10/2020,0.005,0.005,0.005,0.06,0.06,0.5,0.009995,0.485,0.005,0.055,0.005,0.06,0.06,0.5,0.485,0.01,0.045,0.025,0.005,0.075,0.005,0.005,0.075,0.005,0.005,0.005,0.005,0.005
1/13/2020,0.005,0.005,0.005,0.06,0.03,0.82,0.025,0.525,0.01,0.055,0.005,0.06,0.03,0.82,0.525,0.02,0.02,0.015,0.005,0.095,0.01,0.005,0.095,0.005,0.005,0.005,0.005,0.005
1/14/2020,0.005,0.005,0.015,0.065,0.06,0.61,0.034995,0.485,0.005,0.07,0.015,0.065,0.06,0.61,0.485,0.02,0.025,0.005,0.005,0.065,0.005,0.005,0.065,0.005,0.005,0.005,0.01,0.005
1/15/2020,0.005,0.01,0.005,0.055,0.025,0.54,0.055,0.465,0.005,0.11,0.005,0.055,0.025,0.54,0.465,0.005,0.055,0.01,0.005,0.085,0.005,0.005,0.085,0.005,0.005,0.005,0.005,0.005
1/16/2020,0.005,0.005,0.005,0.09,0.035,0.73,0.015,0.47,0.005,0.13,0.005,0.09,0.035,0.73,0.47,0.015,0.07,0.02,0.005,0.095,0.005,0.005,0.095,0.005,0.005,0.005,0.005,0.01
1/17/2020,0.005,0.005,0.005,0.06,0.02,0.545,0.035005,0.515,0.01,0.095,0.005,0.06,0.02,0.545,0.515,0.005,0.03,0.010005,0.005,0.125,0.005,0.005,0.125,0.005,0.01,0.005,0.01,0.005
1/21/2020,0.005,0.005,0.01,0.04,0.03,0.59,0.044995,0.49,0.005,0.06,0.01,0.04,0.03,0.59,0.49,0.01,0.03,0.009995,0.005,0.13,0.005,0.005,0.13,0.005,0.005,0.005,0.015,0.005
1/22/2020,0.005,0.005,0.005,0.055,0.03,0.61,0.034995,0.125,0.005,0.13,0.005,0.055,0.03,0.61,0.125,0.015,0.04,0.015,0.005,0.1,0.005,0.005,0.1,0.005,0.005,0.005,0.015,0.005
1/23/2020,0.005,0.005,0.005,0.03,0.055,0.295,0.005,0.475,0.005,0.1,0.005,0.03,0.055,0.295,0.475,0.015,0.03,0.02,0.005,0.045,0.005,0.005,0.045,0.005,0.005,0.005,0.005,0.005
1/24/2020,0.005,0.005,0.01,0.1,0.035,0.54,0.015,0.455,0.005,0.125,0.01,0.1,0.035,0.54,0.455,0.015,0.015,0.005,0.005,0.19,0.005,0.005,0.19,0.005,0.01,0.005,0.015,0.005
1/27/2020,0.01,0.005,0.005,0.03,0.06,0.32,0.020005,0.475,0.005,0.08,0.005,0.03,0.06,0.32,0.475,0.005,0.055,0.005,0.005,0.085,0.005,0.005,0.085,0.005,0.005,0.005,0.01,0.005
1/28/2020,0.005,0.005,0.005,0.03,0.075,0.29,0.055,0.445,0.005,0.055,0.005,0.03,0.075,0.29,0.445,0.015,0.02,0.025,0.005,0.045,0.005,0.005,0.045,0.005,0.005,0.005,0.01,0.005
1/29/2020,0.005,0.005,0.005,0.01,0.065,0.54,0.060005,0.47,0.005,0.13,0.005,0.01,0.065,0.54,0.47,0.005,0.02,0.01,0.005,0.105,0.005,0.005,0.105,0.005,0.005,0.005,0.01,0.005
1/30/2020,0.005,0.015,0.005,0.08,0.105,0.285,0.005,0.455,0.005,0.07,0.005,0.08,0.105,0.285,0.455,0.02,0.02,0.015,0.005,0.09,0.005,0.005,0.09,0.005,0.005,0.005,0.005,0.005
1/31/2020,0.005,0.005,0.005,0.075,0.04,0.475,0.034995,0.405,0.005,0.1,0.005,0.075,0.04,0.475,0.405,0.01,0.07,0.005,0.005,0.01,0.005,0.005,0.01,0.005,0.005,0.005,0.02,0.005
2/3/2020,0.005,0.005,0.005,0.045,0.035,0.635,0.02,0.375,0.005,0.03,0.005,0.045,0.035,0.635,0.375,0.01,0.035,0.015,0.005,0.07,0.01,0.005,0.07,0.005,0.015,0.005,0.01,0.005
2/4/2020,0.005,0.005,0.005,0.04,0.045,0.59,0.045,0.365,0.005,0.065,0.005,0.04,0.045,0.59,0.365,0.005,0.04,0.02,0.005,0.035,0.005,0.005,0.035,0.005,0.005,0.005,0.005,0.005
2/5/2020,0.005,0.005,0.005,0.02,0.035,0.7,0.005,0.605,0.01,0.13,0.005,0.02,0.035,0.7,0.605,0.005,0.02,0.01,0.005,0.07,0.005,0.005,0.07,0.005,0.005,0.005,0.015,0.005
2/6/2020,0.015,0.005,0.005,0.025,0.03,0.22,0.04,0.48,0.005,0.1,0.005,0.025,0.03,0.22,0.48,0.01,0.07,0.005,0.005,0.18,0.01,0.005,0.18,0.005,0.005,0.005,0.01,0.005
2/7/2020,0.005,0.005,0.005,0.01,0.03,0.05,0.085,0.47,0.005,0.07,0.005,0.01,0.03,0.05,0.47,0.015,0.075,0.01,0.005,0.115,0.005,0.005,0.115,0.005,0.005,0.005,0.005,0.005
2/10/2020,0.005,0.005,0.005,0.06,0.04,0.075,0.005,0.49,0.005,0.13,0.005,0.06,0.04,0.075,0.49,0.01,0.05,0.005,0.005,0.105,0.005,0.005,0.105,0.005,0.005,0.005,0.01,0.005
2/11/2020,0.005,0.005,0.01,0.035,0.035,0.15,0.019995,0.465,0.005,0.12,0.01,0.035,0.035,0.15,0.465,0.015,0.035,0.01,0.005,0.05,0.005,0.005,0.05,0.005,0.005,0.005,0.005,0.005
2/12/2020,0.005,0.005,0.015,0.04,0.07,0.28,0.005005,0.405,0.005,0.13,0.015,0.04,0.07,0.28,0.405,0.005,0.065,0.025,0.005,0.145,0.005,0.005,0.145,0.005,0.01,0.005,0.005,0.005
2/13/2020,0.01,0.005,0.005,0.015,0.04,0.47,0.005,0.375,0.005,0.06,0.005,0.015,0.04,0.47,0.375,0.005,0.05,0.005,0.005,0.1,0.005,0.005,0.1,0.005,0.005,0.005,0.01,0.005
