Date,Adj Close**,SPRTRN,RF
6-Aug-20,"3,349.16",0.000632794,0.54
7-Aug-20,"3,351.28",0.002738483,0.56
10-Aug-20,"3,360.47",-0.008001047,0.57
11-Aug-20,"3,333.69",0.013899456,0.66
12-Aug-20,"3,380.35",-0.002049224,0.67
13-Aug-20,"3,373.43",-0.000171947,0.72
14-Aug-20,"3,372.85",0.002706209,0.71
17-Aug-20,"3,381.99",0.002300729,0.68
18-Aug-20,"3,389.78",-0.004414144,0.67
19-Aug-20,"3,374.85",0.003153681,0.68
20-Aug-20,"3,385.51",0.003435229,0.64
21-Aug-20,"3,397.16",0.009993581,0.64
24-Aug-20,"3,431.28",0.003589874,0.65
25-Aug-20,"3,443.62",0.010144041,0.68
26-Aug-20,"3,478.73",0.001671626,0.69
27-Aug-20,"3,484.55",0.006710014,0.75
28-Aug-20,"3,508.01",-0.002197389,0.73
31-Aug-20,"3,500.31",0.007496876,0.69
1-Sep-20,"3,526.65",0.015248998,0.67
2-Sep-20,"3,580.84",-0.035757587,0.65
3-Sep-20,"3,455.06",-0.008166252,0.62
4-Sep-20,"3,426.96",-0.028148867,0.72
8-Sep-20,"3,331.84",0.019944799,0.68
9-Sep-20,"3,398.96",-0.01774124,0.7
10-Sep-20,"3,339.19",0.000532921,0.69
11-Sep-20,"3,340.97",0.012661315,0.67
14-Sep-20,"3,383.54",0.005205812,0.67
15-Sep-20,"3,401.20",-0.004629658,0.68
16-Sep-20,"3,385.49",-0.008447955,0.69
17-Sep-20,"3,357.01",-0.011245565,0.68
18-Sep-20,"3,319.47",-0.011638591,0.69
21-Sep-20,"3,281.06",0.010463014,0.67
22-Sep-20,"3,315.57",-0.024007294,0.66
23-Sep-20,"3,236.92",0.002982954,0.68
24-Sep-20,"3,246.59",0.015850478,0.67
25-Sep-20,"3,298.46",0.015982151,0.66
28-Sep-20,"3,351.60",-0.004824245,0.66
29-Sep-20,"3,335.47",0.008219834,0.65
30-Sep-20,"3,363.00",0.005278935,0.68
1-Oct-20,"3,380.80",-0.009623775,0.68
2-Oct-20,"3,348.42",0.017813057,0.7
5-Oct-20,"3,408.60",-0.014072027,0.76
6-Oct-20,"3,360.97",0.017247172,0.74
7-Oct-20,"3,419.44",0.007978173,0.79
8-Oct-20,"3,446.83",0.008755149,0.77
9-Oct-20,"3,477.14",0.016282508,0.78
12-Oct-20,"3,534.22",-0.00632688,0.78
13-Oct-20,"3,511.93",-0.006645169,0.73
14-Oct-20,"3,488.67",-0.001528971,0.72
15-Oct-20,"3,483.34",0.000134919,0.73
16-Oct-20,"3,483.81",-0.016464624,0.74
19-Oct-20,"3,426.92",0.004716138,0.76
20-Oct-20,"3,443.12",-0.002198097,0.8
21-Oct-20,"3,435.56",0.005205374,0.82
22-Oct-20,"3,453.49",0.003439866,0.85
23-Oct-20,"3,465.39",-0.018764495,0.84
26-Oct-20,"3,400.97",-0.003030194,0.8
27-Oct-20,"3,390.68",-0.035925571,0.78
28-Oct-20,"3,271.03",0.011876501,0.78
29-Oct-20,"3,310.11",-0.012203669,0.84
30-Oct-20,"3,269.96",0.012242942,0.86
2-Nov-20,"3,310.24",0.017642761,0.85
3-Nov-20,"3,369.16",0.021807517,0.88
4-Nov-20,"3,443.44",0.019273263,0.77
5-Nov-20,"3,510.45",-0.000287754,0.78
6-Nov-20,"3,509.44",0.011631958,0.82
9-Nov-20,"3,550.50",-0.001400783,0.96
10-Nov-20,"3,545.53",0.007622761,0.97
11-Nov-20,"3,572.66",-0.010028679,0.96
12-Nov-20,"3,537.01",0.013518577,0.89
13-Nov-20,"3,585.15",0.011580732,0.89
16-Nov-20,"3,626.91",-0.004803476,0.91
17-Nov-20,"3,609.53",-0.011631213,0.87
18-Nov-20,"3,567.79",0.003938654,0.88
19-Nov-20,"3,581.87",-0.006815716,0.85
20-Nov-20,"3,557.54",0.005620095,0.83
23-Nov-20,"3,577.59",0.016032508,0.86
24-Nov-20,"3,635.41",-0.001585672,0.88
25-Nov-20,"3,629.65",0.002394057,0.88
27-Nov-20,"3,638.35",-0.004606081,0.84
30-Nov-20,"3,621.63",0.011208122,0.84
1-Dec-20,"3,662.45",0.001789549,0.93
2-Dec-20,"3,669.01",-0.000624341,0.95
3-Dec-20,"3,666.72",0.008797424,0.92
4-Dec-20,"3,699.12",-0.001937471,0.97
7-Dec-20,"3,691.96",0.002783261,0.93
8-Dec-20,"3,702.25",-0.007980984,0.91
9-Dec-20,"3,672.82",-0.001285943,0.94
10-Dec-20,"3,668.10",-0.001265761,0.91
11-Dec-20,"3,663.46",-0.004368796,0.89
14-Dec-20,"3,647.49",0.012838448,0.89
15-Dec-20,"3,694.62",0.001771278,0.92
16-Dec-20,"3,701.17",0.005741127,0.92
17-Dec-20,"3,722.48",-0.003517279,0.93
18-Dec-20,"3,709.41",-0.003913931,0.95
21-Dec-20,"3,694.92",-0.002075268,0.94
22-Dec-20,"3,687.26",0.000745533,0.92
23-Dec-20,"3,690.01",0.003530337,0.96
24-Dec-20,"3,703.06",0.008684695,0.93
28-Dec-20,"3,735.36",-0.002229847,0.93
29-Dec-20,"3,727.04",0.001340648,0.94
30-Dec-20,"3,732.04",0.006418197,0.93
31-Dec-20,"3,756.07",-0.014864718,0.92
4-Jan-21,"3,700.65",0.007057576,0.92
5-Jan-21,"3,726.86",0.005693661,0.96
6-Jan-21,"3,748.14",0.014738221,1.04
7-Jan-21,"3,803.79",0.005476866,1.07
8-Jan-21,"3,824.68",-0.006576374,1.11
11-Jan-21,"3,799.61",0.000415746,1.13
12-Jan-21,"3,801.19",0.002273018,1.14
13-Jan-21,"3,809.84",-0.0037605,1.09
14-Jan-21,"3,795.54",-0.007215991,1.13
15-Jan-21,"3,768.25",0.008103481,1.1
19-Jan-21,"3,798.91",0.013839369,1.09
20-Jan-21,"3,851.85",0.000316681,1.09
21-Jan-21,"3,853.07",-0.003015127,1.11
22-Jan-21,"3,841.47",0.003609282,1.09
25-Jan-21,"3,855.36",-0.001489946,1.04
26-Jan-21,"3,849.62",-0.02601329,1.04
27-Jan-21,"3,750.77",0.009713335,1.01
28-Jan-21,"3,787.38",-0.019500406,1.06
29-Jan-21,"3,714.24",0.015924269,1.09
1-Feb-21,"3,773.86",0.013802542,1.08
2-Feb-21,"3,826.31",0.001008296,1.11
3-Feb-21,"3,830.17",0.01079483,1.13
4-Feb-21,"3,871.74",0.003889897,1.14
5-Feb-21,"3,886.83",0.007372105,1.17
8-Feb-21,"3,915.59",-0.001114118,1.16
9-Feb-21,"3,911.23",-0.00034522,1.16
10-Feb-21,"3,909.88",0.001661075,1.13
11-Feb-21,"3,916.38",0.004699921,1.16
12-Feb-21,"3,934.83",-0.000569437,1.2
16-Feb-21,"3,932.59",-0.000320451,1.3
17-Feb-21,"3,931.33",-0.004425587,1.3
18-Feb-21,"3,913.97",-0.001856617,1.29
19-Feb-21,"3,906.71",-0.007762903,1.35
22-Feb-21,"3,876.50",0.001255499,1.37
23-Feb-21,"3,881.37",0.011287715,1.36
24-Feb-21,"3,925.43",-0.024783435,1.39
25-Feb-21,"3,829.34",-0.004761484,1.52
26-Feb-21,"3,811.15",0.02351213,1.46
1-Mar-21,"3,901.82",-0.008113671,1.45
2-Mar-21,"3,870.29",-0.013152318,1.42
3-Mar-21,"3,819.72",-0.013508038,1.47
4-Mar-21,"3,768.47",0.019308364,1.55
5-Mar-21,"3,841.94",-0.005373684,1.55
8-Mar-21,"3,821.35",0.014055441,1.6
9-Mar-21,"3,875.44",0.006012174,1.55
10-Mar-21,"3,898.81",0.010341818,1.52
11-Mar-21,"3,939.34",0.001014883,1.53
12-Mar-21,"3,943.34",0.006470977,1.64
15-Mar-21,"3,968.94",-0.001570922,1.61
16-Mar-21,"3,962.71",0.002875205,1.62
17-Mar-21,"3,974.12",-0.014870521,1.64
18-Mar-21,"3,915.46",-0.000602921,1.73
19-Mar-21,"3,913.10",0.00700056,1.73
22-Mar-21,"3,940.59",-0.007660101,1.68
23-Mar-21,"3,910.52",-0.005482304,1.64
24-Mar-21,"3,889.14",0.005226551,1.61
25-Mar-21,"3,909.52",0.016494414,1.61
26-Mar-21,"3,974.54",-0.000868402,1.66
29-Mar-21,"3,971.09",-0.00316282,1.72
30-Mar-21,"3,958.55",0.003615993,1.73
31-Mar-21,"3,972.89",0.011755774,1.75
1-Apr-21,"4,019.87",0.014335038,1.68
5-Apr-21,"4,077.91",-0.000974012,1.72
6-Apr-21,"4,073.94",0.001474143,1.66
7-Apr-21,"4,079.95",0.004211758,1.65
8-Apr-21,"4,097.17",0.007690316,1.63
9-Apr-21,"4,128.80",-0.000196202,1.67
12-Apr-21,"4,127.99",0.003289166,1.68
13-Apr-21,"4,141.59",-0.00409618,1.62
14-Apr-21,"4,124.66",0.011033158,1.64
15-Apr-21,"4,170.42",0.003602253,1.53
16-Apr-21,"4,185.47",-0.005320582,1.57
19-Apr-21,"4,163.26",-0.006825603,1.6
20-Apr-21,"4,134.94",0.009263025,1.56
21-Apr-21,"4,173.42",-0.009253352,1.56
22-Apr-21,"4,134.98",0.010869424,1.55
23-Apr-21,"4,180.17",0.001780638,1.57
26-Apr-21,"4,187.62",-0.000214942,1.57
27-Apr-21,"4,186.72",-0.000845888,1.62
28-Apr-21,"4,183.18",0.006740033,1.62
29-Apr-21,"4,211.47",-0.007220644,1.64
30-Apr-21,"4,181.17",0.002744266,1.63
3-May-21,"4,192.66",-0.006700738,1.61
4-May-21,"4,164.66",0.000703291,1.59
5-May-21,"4,167.59",0.008132234,1.58
6-May-21,"4,201.62",0.007346296,1.56
7-May-21,"4,232.60",-0.010490499,1.58
10-May-21,"4,188.43",-0.008711732,1.6
11-May-21,"4,152.10",-0.021682768,1.62
12-May-21,"4,063.04",0.012099654,1.7
13-May-21,"4,112.50",0.014807755,1.67
14-May-21,"4,173.85",-0.002533244,1.64
17-May-21,"4,163.29",-0.008553782,1.64
18-May-21,"4,127.83",-0.002947776,1.64
19-May-21,"4,115.68",0.010499444,1.68
20-May-21,"4,159.12",-0.000784127,1.63
21-May-21,"4,155.86",0.009862511,1.63
24-May-21,"4,197.05",-0.002127564,1.61
25-May-21,"4,188.13",0.001874974,1.56
26-May-21,"4,195.99",0.00116472,1.57
27-May-21,"4,200.88",0.000768591,1.61
28-May-21,"4,204.11",-0.000492497,1.58
1-Jun-21,"4,202.04",0.00144587,1.62
2-Jun-21,"4,208.12",-0.003635298,1.59
3-Jun-21,"4,192.85",0.008795294,1.63
4-Jun-21,"4,229.89",-0.000797029,1.56
7-Jun-21,"4,226.52",0.00017507,1.57
8-Jun-21,"4,227.26",-0.001825542,1.53
9-Jun-21,"4,219.55",0.004641367,1.49
10-Jun-21,"4,239.18",0.001946594,1.46
11-Jun-21,"4,247.44",0.001813566,1.46
14-Jun-21,"4,255.15",-0.002013706,1.5
15-Jun-21,"4,246.59",-0.005404787,1.5
16-Jun-21,"4,223.70",-0.000435732,1.57
17-Jun-21,"4,221.86",-0.013211435,1.51
18-Jun-21,"4,166.45",0.013905201,1.45
21-Jun-21,"4,224.79",0.005111429,1.48
22-Jun-21,"4,246.44",-0.001083847,1.47
23-Jun-21,"4,241.84",0.005794338,1.49
24-Jun-21,"4,266.49",0.003325072,1.49
25-Jun-21,"4,280.70",0.002312366,1.54
28-Jun-21,"4,290.61",0.000277311,1.48
29-Jun-21,"4,291.80",0.001327233,1.48
30-Jun-21,"4,297.50",0.005208055,1.44
1-Jul-21,"4,319.94",0.007472118,1.48
2-Jul-21,"4,352.34",-0.002023948,1.43
6-Jul-21,"4,343.54",0.003353382,1.37
7-Jul-21,"4,358.13",-0.008597867,1.32
8-Jul-21,"4,320.82",0.01121483,1.29
9-Jul-21,"4,369.55",0.003445215,1.36
12-Jul-21,"4,384.63",-0.003523029,1.36
13-Jul-21,"4,369.21",0.001164292,1.42
14-Jul-21,"4,374.30",-0.003267569,1.36
15-Jul-21,"4,360.03",-0.0075675,1.3
16-Jul-21,"4,327.16",-0.0159968,1.3
19-Jul-21,"4,258.49",0.015048847,1.18
20-Jul-21,"4,323.06",0.008208069,1.21
21-Jul-21,"4,358.69",0.00201463,1.28
22-Jul-21,"4,367.48",0.010094319,1.27
23-Jul-21,"4,411.79",0.00237942,1.29
26-Jul-21,"4,422.30",-0.004723619,1.28
27-Jul-21,"4,401.46",-0.000186319,1.23
28-Jul-21,"4,400.64",0.004197385,1.26
29-Jul-21,"4,419.15",-0.005420682,1.27
30-Jul-21,"4,395.26",-0.001844595,1.24
2-Aug-21,"4,387.16",0.008170019,1.17
3-Aug-21,"4,423.15",-0.004643208,1.18
4-Aug-21,"4,402.66",0.005987499,1.18
5-Aug-21,"4,429.10",0.001673882,1.22
6-Aug-21,"4,436.52",-0.000940368,1.29
9-Aug-21,"4,432.35",0.000992209,1.32
10-Aug-21,"4,436.75",0.001274896,1.34
11-Aug-21,"4,442.41",0.004137825,1.33
12-Aug-21,"4,460.83",0.001606034,1.37
13-Aug-21,"4,468.00",0.002617431,1.3
16-Aug-21,"4,479.71",-0.00708577,1.26
17-Aug-21,"4,448.08",-0.01080664,1.26
18-Aug-21,"4,400.27",0.001255952,1.27
19-Aug-21,"4,405.80",0.008108577,1.24
20-Aug-21,"4,441.67",0.008487698,1.26
23-Aug-21,"4,479.53",0.001494575,1.26
24-Aug-21,"4,486.23",0.002217666,1.29
25-Aug-21,"4,496.19",-0.005841963,1.34
26-Aug-21,"4,470.00",0.008769046,1.34
27-Aug-21,"4,509.37",0.004297341,1.31
30-Aug-21,"4,528.79",-0.001350057,1.29
31-Aug-21,"4,522.68",0.000311713,1.3
1-Sep-21,"4,524.09",0.002838528,1.3
2-Sep-21,"4,536.95",-0.000335083,1.29
3-Sep-21,"4,535.43",-0.003401266,1.32
7-Sep-21,"4,520.03",-0.001319445,1.37
8-Sep-21,"4,514.07",-0.004616238,1.33
9-Sep-21,"4,493.28",-0.007752618,1.3
10-Sep-21,"4,458.58",0.002273922,1.34
13-Sep-21,"4,468.73",-0.005763174,1.32
14-Sep-21,"4,443.05",0.008438207,1.28
15-Sep-21,"4,480.70",-0.001552301,1.3
16-Sep-21,"4,473.75",-0.009152683,1.33
17-Sep-21,"4,432.99",-0.01712302,1.37
20-Sep-21,"4,357.73",-0.00081268,1.31
21-Sep-21,"4,354.19",0.009474541,1.32
22-Sep-21,"4,395.64",0.012061716,1.34
23-Sep-21,"4,448.98",0.001459943,1.41
24-Sep-21,"4,455.48",-0.002780218,1.46
27-Sep-21,"4,443.11",-0.020574322,1.48
28-Sep-21,"4,352.63",0.001567936,1.53
29-Sep-21,"4,359.46",-0.011981221,1.54
30-Sep-21,"4,307.54",0.011425952,1.53
1-Oct-21,"4,357.04",-0.013070934,1.48
4-Oct-21,"4,300.46",0.010469459,1.48
5-Oct-21,"4,345.72",0.004094494,1.53
6-Oct-21,"4,363.55",0.008264048,1.52
7-Oct-21,"4,399.76",-0.001915574,1.57
8-Oct-21,"4,391.34",-0.006889464,1.61
11-Oct-21,"4,361.19",-0.002419697,1.61
12-Oct-21,"4,350.65",0.003017978,1.58
13-Oct-21,"4,363.80",0.01691917,1.55
14-Oct-21,"4,438.26",0.007432442,1.52
15-Oct-21,"4,471.37",0.003369123,1.58
18-Oct-21,"4,486.46",0.00736616,1.58
19-Oct-21,"4,519.63",0.003657321,1.64
20-Oct-21,"4,536.19",0.002991427,1.64
21-Oct-21,"4,549.78",-0.001073155,1.68
22-Oct-21,"4,544.90",0.004736942,1.66
25-Oct-21,"4,566.48",0.001818129,1.64
26-Oct-21,"4,574.79",-0.0050644,1.62
27-Oct-21,"4,551.68",0.009781344,1.53
28-Oct-21,"4,596.42",0.001947446,1.57
29-Oct-21,"4,605.38",0.00179845,1.56
1-Nov-21,"4,613.67",0.003673611,1.58
2-Nov-21,"4,630.65",0.006440511,1.55
3-Nov-21,"4,660.57",0.004173172,1.58
4-Nov-21,"4,680.06",0.003725908,1.52
5-Nov-21,"4,697.53",0.000887307,1.45
8-Nov-21,"4,701.70",-0.003504869,1.5
9-Nov-21,"4,685.25",-0.008259834,1.43
10-Nov-21,"4,646.71",0.000550776,1.56
11-Nov-21,"4,649.27",0.007196681,1.56
12-Nov-21,"4,682.85",-1.06773E-05,1.58
15-Nov-21,"4,682.80",0.003857758,1.62
16-Nov-21,"4,700.90",-0.00260502,1.63
17-Nov-21,"4,688.67",0.00337904,1.6
18-Nov-21,"4,704.54",-0.001399628,1.59
19-Nov-21,"4,697.96",-0.003202254,1.54
22-Nov-21,"4,682.94",0.001655707,1.63
23-Nov-21,"4,690.70",0.002291274,1.67
24-Nov-21,"4,701.46",-0.022987045,1.65
26-Nov-21,"4,594.62",0.013113857,1.48
29-Nov-21,"4,655.27",-0.019143377,1.53
30-Nov-21,"4,567.00",-0.01188555,1.44
1-Dec-21,"4,513.04",0.014094626,1.43
2-Dec-21,"4,577.10",-0.008484473,1.45
3-Dec-21,"4,538.43",0.011662655,1.34
6-Dec-21,"4,591.67",0.020495586,1.43
7-Dec-21,"4,686.75",0.003080544,1.48
8-Dec-21,"4,701.21",-0.007207038,1.51
9-Dec-21,"4,667.45",0.009503807,1.49
10-Dec-21,"4,712.02",-0.0091782,1.49
13-Dec-21,"4,668.97",-0.007498643,1.42
14-Dec-21,"4,634.09",0.016216213,1.44
15-Dec-21,"4,709.85",-0.008781826,1.46
16-Dec-21,"4,668.67",-0.010341011,1.42
17-Dec-21,"4,620.64",-0.011453373,1.4
20-Dec-21,"4,568.02",0.017621764,1.42
21-Dec-21,"4,649.23",0.010128711,1.49
22-Dec-21,"4,696.56",0.006204417,1.46
23-Dec-21,"4,725.79",0.013744072,1.49
27-Dec-21,"4,791.19",-0.001010698,1.48
28-Dec-21,"4,786.35",0.001400922,1.48
29-Dec-21,"4,793.06",-0.002994218,1.54
30-Dec-21,"4,778.73",-0.002629675,1.52
31-Dec-21,"4,766.18",0.006353849,1.51
3-Jan-22,"4,796.56",-0.000629816,1.63
4-Jan-22,"4,793.54",-0.019583273,1.67
5-Jan-22,"4,700.58",-0.000964176,1.71
6-Jan-22,"4,696.05",-0.004058437,1.73
7-Jan-22,"4,677.03",-0.001442125,1.77
10-Jan-22,"4,670.29",0.009118332,1.78
11-Jan-22,"4,713.07",0.002813734,1.75
12-Jan-22,"4,726.35",-0.014345962,1.73
13-Jan-22,"4,659.03",0.000819577,1.71
14-Jan-22,"4,662.85",-0.018559055,1.77
18-Jan-22,"4,577.11",-0.009736769,1.87
19-Jan-22,"4,532.76",-0.01109879,1.83
20-Jan-22,"4,482.73",-0.019095986,1.83
21-Jan-22,"4,397.94",0.002767918,1.75
24-Jan-22,"4,410.13",-0.012246662,1.74
25-Jan-22,"4,356.45",-0.001497753,1.78
26-Jan-22,"4,349.93",-0.005398541,1.85
27-Jan-22,"4,326.51",0.024055892,1.81
28-Jan-22,"4,431.85",0.018709892,1.78
31-Jan-22,"4,515.55",0.006839509,1.78
1-Feb-22,"4,546.54",0.009378435,1.8
2-Feb-22,"4,589.38",-0.024693484,1.77
3-Feb-22,"4,477.44",0.005143713,1.83
4-Feb-22,"4,500.53",-0.003708655,1.93
7-Feb-22,"4,483.87",0.008366131,1.92
8-Feb-22,"4,521.54",0.014412812,1.95
9-Feb-22,"4,587.18",-0.018281804,1.93
10-Feb-22,"4,504.08",-0.019151696,2.03
11-Feb-22,"4,418.64",-0.003847942,1.96
14-Feb-22,"4,401.67",0.015643739,2
15-Feb-22,"4,471.07",0.000880833,2.05
16-Feb-22,"4,475.01",-0.021400503,2.05
17-Feb-22,"4,380.26",-0.007192042,1.97
18-Feb-22,"4,348.87",-0.010194654,1.93
22-Feb-22,"4,304.76",-0.01858379,1.95
23-Feb-22,"4,225.50",0.01484606,1.98
24-Feb-22,"4,288.70",0.022126148,1.97
25-Feb-22,"4,384.65",-0.0024456,1.99
28-Feb-22,"4,373.94",-0.015594427,1.84
1-Mar-22,"4,306.26",0.018470983,1.71
2-Mar-22,"4,386.54",-0.005268566,1.87
3-Mar-22,"4,363.49",-0.007965658,1.84
4-Mar-22,"4,328.87",-0.029962523,1.72
7-Mar-22,"4,201.09",-0.007260128,1.75
8-Mar-22,"4,170.70",0.025373672,1.87
9-Mar-22,"4,277.88",-0.004301082,1.95
10-Mar-22,"4,259.52",-0.013046288,2.01
11-Mar-22,"4,204.31",-0.007448628,2
14-Mar-22,"4,173.11",0.021182551,2.14
15-Mar-22,"4,262.45",0.022136999,2.16
16-Mar-22,"4,357.86",0.012272191,2.19
17-Mar-22,"4,411.67",0.01159477,2.19
18-Mar-22,"4,463.12",-0.000434768,2.15
21-Mar-22,"4,461.18",0.011240769,2.32
22-Mar-22,"4,511.61",-0.012348713,2.37
23-Mar-22,"4,456.24",0.01424203,2.32
24-Mar-22,"4,520.16",0.005053402,2.34
25-Mar-22,"4,543.06",0.00711956,2.49
28-Mar-22,"4,575.52",0.012182027,2.48
29-Mar-22,"4,631.60",-0.00631361,2.4
30-Mar-22,"4,602.45",-0.015776327,2.36
31-Mar-22,"4,530.41",0.003404486,2.33
1-Apr-22,"4,545.86",0.008058323,2.38
4-Apr-22,"4,582.64",-0.012631155,2.41
5-Apr-22,"4,525.12",-0.009764386,2.56
6-Apr-22,"4,481.15",0.004244352,2.61
7-Apr-22,"4,500.21",-0.002654507,2.65
8-Apr-22,"4,488.28",-0.017021334,2.71
11-Apr-22,"4,412.53",-0.003423394,2.78
12-Apr-22,"4,397.45",0.011112683,2.73
13-Apr-22,"4,446.59",-0.01221848,2.69
14-Apr-22,"4,392.59",-0.000204912,2.83
18-Apr-22,"4,391.69",0.01593004,2.86
19-Apr-22,"4,462.21",-0.000618719,2.91
20-Apr-22,"4,459.45",-0.014862847,2.84
21-Apr-22,"4,393.66",-0.028131991,2.92
22-Apr-22,"4,271.78",0.005681688,2.91
25-Apr-22,"4,296.12",-0.028550028,2.83
26-Apr-22,"4,175.20",0.002095905,2.77
27-Apr-22,"4,183.96",0.024445646,2.82
28-Apr-22,"4,287.50",-0.036959202,2.86
29-Apr-22,"4,131.93",0.00565927,2.89
2-May-22,"4,155.38",0.004825442,3
3-May-22,"4,175.48",0.029425235,2.96
4-May-22,"4,300.17",-0.036300724,2.92
5-May-22,"4,146.87",-0.005690318,3.07
6-May-22,"4,123.34",-0.032561555,3.12
9-May-22,"3,991.24",0.002454867,3.08
10-May-22,"4,001.05",-0.016600203,2.99
11-May-22,"3,935.18",-0.001296842,2.92
12-May-22,"3,930.08",0.023589315,2.82
13-May-22,"4,023.89",-0.003954238,2.94
16-May-22,"4,008.01",0.019968898,2.88
17-May-22,"4,088.85",-0.041233768,2.97
18-May-22,"3,923.68",-0.005850892,2.89
19-May-22,"3,900.79",0.000146114,2.86
20-May-22,"3,901.36",0.018385023,2.79
23-May-22,"3,973.75",-0.008153946,2.86
24-May-22,"3,941.48",0.009406386,2.76
25-May-22,"3,978.73",0.019688139,2.75
26-May-22,"4,057.84",0.024441095,2.76
27-May-22,"4,158.24",-0.006294055,2.74
31-May-22,"4,132.15",-0.007510924,2.84
1-Jun-22,"4,101.23",0.018263263,2.93
2-Jun-22,"4,176.82",-0.016482457,2.91
3-Jun-22,"4,108.54",0.003132456,2.96
6-Jun-22,"4,121.43",0.009478332,3.04
7-Jun-22,"4,160.68",-0.010852586,2.97
8-Jun-22,"4,115.77",-0.02408647,3.03
9-Jun-22,"4,017.82",-0.029542425,3.04
10-Jun-22,"3,900.86",-0.039539873,3.16
13-Jun-22,"3,749.63",-0.003780844,3.37
14-Jun-22,"3,735.48",0.014487056,3.48
15-Jun-22,"3,789.99",-0.033052215,3.4
16-Jun-22,"3,666.77",0.002198429,3.31
17-Jun-22,"3,674.84",0.024182489,3.24
21-Jun-22,"3,764.79",-0.001302381,3.31
22-Jun-22,"3,759.89",0.009487049,3.16
23-Jun-22,"3,795.73",0.030105537,3.07
24-Jun-22,"3,911.74",-0.00297753,3.13
27-Jun-22,"3,900.11",-0.020348658,3.19
28-Jun-22,"3,821.55",-0.000712007,3.21
29-Jun-22,"3,818.83",-0.008797815,3.09
30-Jun-22,"3,785.38",0.01049846,2.97
1-Jul-22,"3,825.33",0.001582924,2.89
5-Jul-22,"3,831.39",0.003566747,2.81
6-Jul-22,"3,845.08",0.014853713,2.91
7-Jul-22,"3,902.62",-0.000830556,3.01
8-Jul-22,"3,899.38",-0.01159443,3.1
11-Jul-22,"3,854.43",-0.009286899,2.99
12-Jul-22,"3,818.80",-0.004466859,2.96
13-Jul-22,"3,801.78",-0.0030031,2.9
14-Jul-22,"3,790.38",0.019019223,2.96
15-Jul-22,"3,863.16",-0.008398791,2.93
18-Jul-22,"3,830.85",0.027253558,2.96
19-Jul-22,"3,936.69",0.005878504,3.02
20-Jul-22,"3,959.90",0.009813054,3.04
21-Jul-22,"3,998.95",-0.00937627,2.91
22-Jul-22,"3,961.63",0.001314251,2.78
25-Jul-22,"3,966.84",-0.011610333,2.82
26-Jul-22,"3,921.05",0.025820035,2.79
27-Jul-22,"4,023.61",0.012060363,2.73
28-Jul-22,"4,072.43",0.01410775,2.68
29-Jul-22,"4,130.29",-0.002827039,2.64
1-Aug-22,"4,118.63",-0.006684703,2.61
2-Aug-22,"4,091.19",0.015517461,2.74
3-Aug-22,"4,155.17",-0.000777647,2.75
4-Aug-22,"4,151.94",-0.001627069,2.68
5-Aug-22,"4,145.19",-0.001238345,2.84
8-Aug-22,"4,140.06",-0.004257782,2.77
9-Aug-22,"4,122.47",0.021067155,2.8
10-Aug-22,"4,210.24",-0.000705672,2.79
11-Aug-22,"4,207.27",0.017174074,2.89
12-Aug-22,"4,280.15",0.003961629,2.85
15-Aug-22,"4,297.14",0.001873909,2.79
16-Aug-22,"4,305.20",-0.007264079,2.82
17-Aug-22,"4,274.04",0.002266944,2.89
18-Aug-22,"4,283.74",-0.012983869,2.88
19-Aug-22,"4,228.48",-0.021632428,2.99
22-Aug-22,"4,137.99",-0.002240309,3.04
23-Aug-22,"4,128.73",0.002911907,3.05
24-Aug-22,"4,140.77",0.013993219,3.11
25-Aug-22,"4,199.12",-0.034268527,3.03
26-Aug-22,"4,057.66",-0.006688724,3.04
29-Aug-22,"4,030.61",-0.011089368,3.11
30-Aug-22,"3,986.16",-0.00784776,3.11
31-Aug-22,"3,955.00",0.002991728,3.13
1-Sep-22,"3,966.85",-0.01079453,3.27
2-Sep-22,"3,924.26",-0.004103447,3.19
6-Sep-22,"3,908.19",0.018174804,3.34
7-Sep-22,"3,979.87",0.006589013,3.27
8-Sep-22,"4,006.18",0.015155972,3.29
9-Sep-22,"4,067.36",0.01052864,3.32
12-Sep-22,"4,110.41",-0.04419911,3.36
13-Sep-22,"3,932.69",0.003381272,3.42
14-Sep-22,"3,946.01",-0.011382295,3.41
15-Sep-22,"3,901.35",-0.007208045,3.46
16-Sep-22,"3,873.33",0.006833745,3.45
19-Sep-22,"3,899.89",-0.011336125,3.49
20-Sep-22,"3,855.93",-0.017264674,3.57
21-Sep-22,"3,789.93",-0.008463309,3.51
22-Sep-22,"3,757.99",-0.017382826,3.71
23-Sep-22,"3,693.23",-0.010394377,3.7
26-Sep-22,"3,655.04",-0.002122611,3.88
27-Sep-22,"3,647.29",0.019481144,3.96
28-Sep-22,"3,719.04",-0.021352776,3.71
29-Sep-22,"3,640.47",-0.015181392,3.75
30-Sep-22,"3,585.62",0.025554629,3.8
3-Oct-22,"3,678.43",0.030125341,3.65
4-Oct-22,"3,790.93",-0.002020013,3.62
5-Oct-22,"3,783.28",-0.01029792,3.76
6-Oct-22,"3,744.52",-0.028403167,3.83
7-Oct-22,"3,639.66",-0.007520668,3.88
10-Oct-22,"3,612.39",-0.006540573,3.89
11-Oct-22,"3,588.84",-0.003296183,3.94
12-Oct-22,"3,577.03",0.025634291,3.9
13-Oct-22,"3,669.91",-0.023947164,3.95
